system:index,NDBI,NDVI,lat,lon,station,year_month,.geo
19_7,,,24.92,67.05,Federal_B_Area,2020-08,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20_0,0.07539466768503189,0.034274209290742874,24.9056,67.0822,Gulshan-e-Iqbal,2020-09,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
20_1,0.08897839486598969,0.04019024968147278,24.856,67.01,Saddar,2020-09,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20_2,0.0868028849363327,0.029054254293441772,24.94,66.98,SITE_Industrial,2020-09,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20_3,-0.031627971678972244,0.24776622653007507,24.82,67.03,Korangi_Industrial,2020-09,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20_4,0.1177767664194107,0.12429400533437729,24.98,67.12,North_Nazimabad,2020-09,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20_5,0.040877893567085266,0.25416600704193115,24.89,67.13,Gulistan_Jauhar,2020-09,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20_6,0.05962515249848366,-0.06633751094341278,24.81,66.99,Landhi,2020-09,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
20_7,0.08739908784627914,0.04472178965806961,24.92,67.05,Federal_B_Area,2020-09,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
21_0,0.045930683612823486,0.041717302054166794,24.9056,67.0822,Gulshan-e-Iqbal,2020-10,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
21_1,0.10523154586553574,0.05801013484597206,24.856,67.01,Saddar,2020-10,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
21_2,0.09624240547418594,0.046169038861989975,24.94,66.98,SITE_Industrial,2020-10,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
21_3,-0.04276638850569725,0.309438556432724,24.82,67.03,Korangi_Industrial,2020-10,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
21_4,0.09921357035636902,0.13800202310085297,24.98,67.12,North_Nazimabad,2020-10,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
21_5,0.0706026703119278,0.23008133471012115,24.89,67.13,Gulistan_Jauhar,2020-10,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
21_6,0.2241014838218689,-0.1647336483001709,24.81,66.99,Landhi,2020-10,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
21_7,0.10065007954835892,0.06034482643008232,24.92,67.05,Federal_B_Area,2020-10,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
22_0,0.03671147674322128,0.047694843262434006,24.9056,67.0822,Gulshan-e-Iqbal,2020-11,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
22_1,0.10891558974981308,0.06089972332119942,24.856,67.01,Saddar,2020-11,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
22_2,0.08516576886177063,0.05352826043963432,24.94,66.98,SITE_Industrial,2020-11,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
22_3,-0.035049743950366974,0.29604870080947876,24.82,67.03,Korangi_Industrial,2020-11,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
22_4,0.10983504354953766,0.1604754775762558,24.98,67.12,North_Nazimabad,2020-11,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
22_5,0.09024114906787872,0.22590267658233643,24.89,67.13,Gulistan_Jauhar,2020-11,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
22_6,0.0715450793504715,-0.14231181144714355,24.81,66.99,Landhi,2020-11,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
22_7,0.09822535514831543,0.05713885277509689,24.92,67.05,Federal_B_Area,2020-11,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
23_0,0.031244482845067978,0.04821494221687317,24.9056,67.0822,Gulshan-e-Iqbal,2020-12,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
23_1,0.10916239023208618,0.051130227744579315,24.856,67.01,Saddar,2020-12,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
23_2,0.08949128538370132,0.06527546793222427,24.94,66.98,SITE_Industrial,2020-12,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
23_3,-0.03792089968919754,0.340869277715683,24.82,67.03,Korangi_Industrial,2020-12,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
23_4,0.08451543003320694,0.1615987867116928,24.98,67.12,North_Nazimabad,2020-12,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
23_5,0.10295917093753815,0.20843487977981567,24.89,67.13,Gulistan_Jauhar,2020-12,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
23_6,0.4475138187408447,-0.1525423675775528,24.81,66.99,Landhi,2020-12,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
23_7,0.1103578731417656,0.051506251096725464,24.92,67.05,Federal_B_Area,2020-12,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
24_0,0.03174932673573494,0.050616759806871414,24.9056,67.0822,Gulshan-e-Iqbal,2021-01,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
24_1,0.07868343591690063,0.06442432105541229,24.856,67.01,Saddar,2021-01,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
24_2,0.07490236312150955,0.05878458172082901,24.94,66.98,SITE_Industrial,2021-01,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
24_3,-0.020727580413222313,0.2757619619369507,24.82,67.03,Korangi_Industrial,2021-01,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
24_4,0.09578543901443481,0.13287904858589172,24.98,67.12,North_Nazimabad,2021-01,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
24_5,0.09946050494909286,0.18524523079395294,24.89,67.13,Gulistan_Jauhar,2021-01,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
24_6,0.036466166377067566,-0.12678883969783783,24.81,66.99,Landhi,2021-01,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
24_7,0.09196514636278152,0.0656580924987793,24.92,67.05,Federal_B_Area,2021-01,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
25_0,0.05086313560605049,0.04678639769554138,24.9056,67.0822,Gulshan-e-Iqbal,2021-02,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
25_1,0.08292018622159958,0.06955992430448532,24.856,67.01,Saddar,2021-02,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
25_2,0.10177658498287201,0.06250998377799988,24.94,66.98,SITE_Industrial,2021-02,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
25_3,0.023926369845867157,0.22535128891468048,24.82,67.03,Korangi_Industrial,2021-02,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
25_4,0.11860637366771698,0.15270671248435974,24.98,67.12,North_Nazimabad,2021-02,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
25_5,0.10952001810073853,0.1713065505027771,24.89,67.13,Gulistan_Jauhar,2021-02,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
25_6,0.07053393870592117,-0.131555438041687,24.81,66.99,Landhi,2021-02,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
25_7,0.09047731757164001,0.06501735001802444,24.92,67.05,Federal_B_Area,2021-02,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
26_0,0.04763474687933922,0.041374921798706055,24.9056,67.0822,Gulshan-e-Iqbal,2021-03,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
26_1,0.07937461137771606,0.05134108290076256,24.856,67.01,Saddar,2021-03,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
26_2,0.10820137709379196,0.051503460854291916,24.94,66.98,SITE_Industrial,2021-03,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
26_3,0.03586478903889656,0.1892402321100235,24.82,67.03,Korangi_Industrial,2021-03,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
26_4,0.1136736050248146,0.14644289016723633,24.98,67.12,North_Nazimabad,2021-03,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
26_5,0.11234759539365768,0.16360776126384735,24.89,67.13,Gulistan_Jauhar,2021-03,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
26_6,0.027496065944433212,-0.029347898438572884,24.81,66.99,Landhi,2021-03,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
26_7,0.09129957854747772,0.05453575775027275,24.92,67.05,Federal_B_Area,2021-03,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
27_0,0.050685565918684006,0.0416531078517437,24.9056,67.0822,Gulshan-e-Iqbal,2021-04,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
27_1,0.07475728541612625,0.056569673120975494,24.856,67.01,Saddar,2021-04,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
27_2,0.10137300938367844,0.051745299249887466,24.94,66.98,SITE_Industrial,2021-04,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
27_3,0.044872500002384186,0.19617675244808197,24.82,67.03,Korangi_Industrial,2021-04,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
27_4,0.10467071831226349,0.1397111564874649,24.98,67.12,North_Nazimabad,2021-04,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
27_5,0.11305256187915802,0.15490375459194183,24.89,67.13,Gulistan_Jauhar,2021-04,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
27_6,0.05470459535717964,-3.677822824101895E-4,24.81,66.99,Landhi,2021-04,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
27_7,0.09286382049322128,0.05498199164867401,24.92,67.05,Federal_B_Area,2021-04,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
28_0,0.054225556552410126,0.028383858501911163,24.9056,67.0822,Gulshan-e-Iqbal,2021-05,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
28_1,0.08284492790699005,0.037988319993019104,24.856,67.01,Saddar,2021-05,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
28_2,0.10675091296434402,0.029660183936357498,24.94,66.98,SITE_Industrial,2021-05,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
28_3,0.030283400788903236,0.18895965814590454,24.82,67.03,Korangi_Industrial,2021-05,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
28_4,0.1146245077252388,0.1031356230378151,24.98,67.12,North_Nazimabad,2021-05,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
28_5,0.11199237406253815,0.13566836714744568,24.89,67.13,Gulistan_Jauhar,2021-05,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
28_6,0.03264104574918747,-0.03490370139479637,24.81,66.99,Landhi,2021-05,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
28_7,0.08929331600666046,0.038868799805641174,24.92,67.05,Federal_B_Area,2021-05,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
29_0,,,24.9056,67.0822,Gulshan-e-Iqbal,2021-06,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
29_1,0.08995327353477478,0.020078567788004875,24.856,67.01,Saddar,2021-06,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
29_2,0.09010795503854752,0.017156753689050674,24.94,66.98,SITE_Industrial,2021-06,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
29_3,0.0016030778642743826,0.2305348664522171,24.82,67.03,Korangi_Industrial,2021-06,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
29_4,0.10052600502967834,0.11165845394134521,24.98,67.12,North_Nazimabad,2021-06,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
29_5,0.0995110347867012,0.1407751888036728,24.89,67.13,Gulistan_Jauhar,2021-06,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
29_6,0.034236107021570206,-0.05939922481775284,24.81,66.99,Landhi,2021-06,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
29_7,0.08913698047399521,0.03470255061984062,24.92,67.05,Federal_B_Area,2021-06,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
30_0,,,24.9056,67.0822,Gulshan-e-Iqbal,2021-07,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
30_1,,,24.856,67.01,Saddar,2021-07,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
30_2,,,24.94,66.98,SITE_Industrial,2021-07,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
30_3,0.002044346649199724,0.18972627818584442,24.82,67.03,Korangi_Industrial,2021-07,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
30_4,,,24.98,67.12,North_Nazimabad,2021-07,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
30_5,,,24.89,67.13,Gulistan_Jauhar,2021-07,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
30_6,0.027422303333878517,-0.07209302484989166,24.81,66.99,Landhi,2021-07,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
30_7,,,24.92,67.05,Federal_B_Area,2021-07,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
31_0,0.063259057700634,0.00915546901524067,24.9056,67.0822,Gulshan-e-Iqbal,2021-08,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
31_1,0.10874661058187485,0.02442004717886448,24.856,67.01,Saddar,2021-08,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
31_2,0.10793819278478622,0.02993904799222946,24.94,66.98,SITE_Industrial,2021-08,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
31_3,-0.005079364869743586,0.20007571578025818,24.82,67.03,Korangi_Industrial,2021-08,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
31_4,0.14299610257148743,0.0969013050198555,24.98,67.12,North_Nazimabad,2021-08,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
31_5,0.12540476024150848,0.15361563861370087,24.89,67.13,Gulistan_Jauhar,2021-08,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
31_6,0.014569536782801151,-0.0486743189394474,24.81,66.99,Landhi,2021-08,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
31_7,0.11594203114509583,0.027688603848218918,24.92,67.05,Federal_B_Area,2021-08,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
32_0,0.09284795075654984,0.0065003144554793835,24.9056,67.0822,Gulshan-e-Iqbal,2021-09,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
32_1,0.11593613773584366,0.020945148542523384,24.856,67.01,Saddar,2021-09,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
32_2,0.12162162363529205,0.011115370318293571,24.94,66.98,SITE_Industrial,2021-09,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
32_3,-0.002473663305863738,0.2563096880912781,24.82,67.03,Korangi_Industrial,2021-09,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
32_4,0.12536746263504028,0.12182993441820145,24.98,67.12,North_Nazimabad,2021-09,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
32_5,0.09931889176368713,0.19875098764896393,24.89,67.13,Gulistan_Jauhar,2021-09,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
32_6,-0.03342316672205925,-0.08945704251527786,24.81,66.99,Landhi,2021-09,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
32_7,0.10722100734710693,0.027522936463356018,24.92,67.05,Federal_B_Area,2021-09,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
33_0,0.04407663270831108,0.040735505521297455,24.9056,67.0822,Gulshan-e-Iqbal,2021-10,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
33_1,0.11526250094175339,0.05127871409058571,24.856,67.01,Saddar,2021-10,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
33_2,0.09268465638160706,0.039532795548439026,24.94,66.98,SITE_Industrial,2021-10,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
33_3,-0.04925096780061722,0.33578190207481384,24.82,67.03,Korangi_Industrial,2021-10,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
33_4,0.12738700211048126,0.17855443060398102,24.98,67.12,North_Nazimabad,2021-10,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
33_5,0.05160364508628845,0.25636106729507446,24.89,67.13,Gulistan_Jauhar,2021-10,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
33_6,0.2781902253627777,-0.04753360524773598,24.81,66.99,Landhi,2021-10,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
33_7,0.10574210435152054,0.057339172810316086,24.92,67.05,Federal_B_Area,2021-10,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
34_0,0.043334219604730606,0.048751529306173325,24.9056,67.0822,Gulshan-e-Iqbal,2021-11,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
34_1,0.12338199466466904,0.06066678836941719,24.856,67.01,Saddar,2021-11,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
34_2,0.1023673564195633,0.0499022975564003,24.94,66.98,SITE_Industrial,2021-11,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
34_3,0.034406524151563644,0.19680918753147125,24.82,67.03,Korangi_Industrial,2021-11,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
34_4,0.1235562339425087,0.14039002358913422,24.98,67.12,North_Nazimabad,2021-11,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
34_5,0.08370064198970795,0.23275092244148254,24.89,67.13,Gulistan_Jauhar,2021-11,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
34_6,0.24592173099517822,-0.17432919144630432,24.81,66.99,Landhi,2021-11,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
34_7,0.09481256455183029,0.0690651386976242,24.92,67.05,Federal_B_Area,2021-11,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
35_0,0.025709064677357674,0.053535014390945435,24.9056,67.0822,Gulshan-e-Iqbal,2021-12,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
35_1,0.1127869039773941,0.06654220074415207,24.856,67.01,Saddar,2021-12,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
35_2,0.09331727772951126,0.06267742067575455,24.94,66.98,SITE_Industrial,2021-12,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
35_3,0.07356507331132889,0.1443721354007721,24.82,67.03,Korangi_Industrial,2021-12,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
35_4,0.1209777221083641,0.13481126725673676,24.98,67.12,North_Nazimabad,2021-12,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
35_5,0.019261637702584267,0.29237112402915955,24.89,67.13,Gulistan_Jauhar,2021-12,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
35_6,0.10290316492319107,-0.09846127033233643,24.81,66.99,Landhi,2021-12,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
35_7,0.1052505373954773,0.0747978463768959,24.92,67.05,Federal_B_Area,2021-12,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
36_0,0.038879673928022385,0.041312020272016525,24.9056,67.0822,Gulshan-e-Iqbal,2022-01,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
36_1,0.10462929308414459,0.05809493735432625,24.856,67.01,Saddar,2022-01,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
36_2,0.08899329602718353,0.051870450377464294,24.94,66.98,SITE_Industrial,2022-01,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
36_3,0.0728837177157402,0.12627951800823212,24.82,67.03,Korangi_Industrial,2022-01,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
36_4,0.12108628451824188,0.2142060548067093,24.98,67.12,North_Nazimabad,2022-01,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
36_5,0.08242303878068924,0.23525023460388184,24.89,67.13,Gulistan_Jauhar,2022-01,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
36_6,0.10967196524143219,-0.20905368030071259,24.81,66.99,Landhi,2022-01,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
36_7,0.09080778062343597,0.06761027127504349,24.92,67.05,Federal_B_Area,2022-01,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
37_0,0.04820835217833519,0.042759668081998825,24.9056,67.0822,Gulshan-e-Iqbal,2022-02,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
37_1,0.10650897026062012,0.07468710094690323,24.856,67.01,Saddar,2022-02,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
37_2,0.09045751392841339,0.04829621687531471,24.94,66.98,SITE_Industrial,2022-02,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
37_3,0.07767537981271744,0.10395371168851852,24.82,67.03,Korangi_Industrial,2022-02,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
37_4,0.11576847732067108,0.18500608205795288,24.98,67.12,North_Nazimabad,2022-02,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
37_5,0.04635178670287132,0.26595810055732727,24.89,67.13,Gulistan_Jauhar,2022-02,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
37_6,0.5782438516616821,-0.05408104881644249,24.81,66.99,Landhi,2022-02,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
37_7,0.10132778435945511,0.06759534776210785,24.92,67.05,Federal_B_Area,2022-02,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
38_0,0.03812316805124283,0.039953604340553284,24.9056,67.0822,Gulshan-e-Iqbal,2022-03,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
38_1,0.09777550399303436,0.05546648055315018,24.856,67.01,Saddar,2022-03,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
38_2,0.08767224848270416,0.04670190066099167,24.94,66.98,SITE_Industrial,2022-03,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
38_3,0.08140677958726883,0.11251417547464371,24.82,67.03,Korangi_Industrial,2022-03,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
38_4,0.10225057601928711,0.16299356520175934,24.98,67.12,North_Nazimabad,2022-03,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
38_5,0.07741653174161911,0.20321162045001984,24.89,67.13,Gulistan_Jauhar,2022-03,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
38_6,0.21719329059123993,0.013042178936302662,24.81,66.99,Landhi,2022-03,"{""type"":""Point"",""coordinates"":[66.99000000000001,24.809999999999995]}"
38_7,0.09196837246417999,0.0630110651254654,24.92,67.05,Federal_B_Area,2022-03,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
39_0,0.05010814592242241,0.031600408256053925,24.9056,67.0822,Gulshan-e-Iqbal,2022-04,"{""type"":""Point"",""coordinates"":[67.0822,24.9056]}"
39_1,0.10011566430330276,0.054316118359565735,24.856,67.01,Saddar,2022-04,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
39_2,0.0953478142619133,0.046754416078329086,24.94,66.98,SITE_Industrial,2022-04,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
39_3,0.08221106231212616,0.12392891198396683,24.82,67.03,Korangi_Industrial,2022-04,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
39_4,0.09994615614414215,0.1681341826915741,24.98,67.12,North_Nazimabad,2022-04,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
